,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
2606,2947,Oxycodonum,Oxydolor, tabl. o przedłużonym uwalnianiu, 5 mg,60 szt.,5909990839469,"150.1, Opioidowe leki przeciwbólowe - oksykodon",1784,2291,2074,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,537
2607,2948,Oxycodonum,Oxydolor, tabl. o przedłużonym uwalnianiu, 5 mg,60 szt.,5909990839469,"150.1, Opioidowe leki przeciwbólowe - oksykodon",1784,2291,2074,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,537
2608,2949,Oxycodonum,Oxydolor, tabl. o przedłużonym uwalnianiu, 80 mg,60 szt.,5909990840182,"150.1, Opioidowe leki przeciwbólowe - oksykodon",28540,30503,30503,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,683
2609,2950,Oxycodonum,Oxydolor, tabl. o przedłużonym uwalnianiu, 80 mg,60 szt.,5909990840182,"150.1, Opioidowe leki przeciwbólowe - oksykodon",28540,30503,30503,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,683
2610,2951,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 10 mg,60 tabl.,5909991184827,"150.1, Opioidowe leki przeciwbólowe - oksykodon",3117,3902,3902,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,320
2611,2952,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 10 mg,60 tabl.,5909991184827,"150.1, Opioidowe leki przeciwbólowe - oksykodon",3117,3902,3902,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2612,2953,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 20 mg,60 tabl.,5909991184865,"150.1, Opioidowe leki przeciwbólowe - oksykodon",6661,7824,7824,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,320
2613,2954,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 20 mg,60 tabl.,5909991184865,"150.1, Opioidowe leki przeciwbólowe - oksykodon",6661,7824,7824,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,320
2614,2955,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 40 mg,60 tabl.,5909991184902,"150.1, Opioidowe leki przeciwbólowe - oksykodon",14120,15683,15683,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,341
2615,2956,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 40 mg,60 tabl.,5909991184902,"150.1, Opioidowe leki przeciwbólowe - oksykodon",14120,15683,15683,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,341
2616,2957,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 5 mg,60 tabl.,5909991184742,"150.1, Opioidowe leki przeciwbólowe - oksykodon",1791,2298,2074,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,544
2617,2958,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 5 mg,60 tabl.,5909991184742,"150.1, Opioidowe leki przeciwbólowe - oksykodon",1791,2298,2074,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,544
2618,2959,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 80 mg,60 tabl.,5909991184940,"150.1, Opioidowe leki przeciwbólowe - oksykodon",29438,31401,31401,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,ryczałt,683
2619,2960,Oxycodonum,Reltebon, tabl. o przedłużonym uwalnianiu, 80 mg,60 tabl.,5909991184940,"150.1, Opioidowe leki przeciwbólowe - oksykodon",29438,31401,31401,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,683
2620,2961,Paliperidonum,Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 263 mg,"1 amp.-strz. 1,315ml + 2 igły",5909991281465,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",354074,361232,361232,Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,bezpłatny do limitu,0
2621,2962,Paliperidonum,Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 350 mg,"1 amp.-strz. 1,75ml + 2 igły",5909991281472,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",471200,479783,479783,Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,bezpłatny do limitu,0
2622,2963,Paliperidonum,Trevicta, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 525 mg,"1 amp.-strz. 2,625ml + 2 igły",5909991281489,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",706799,718250,718250,Leczenie podtrzymujące schizofrenii u dorosłych pacjentów ustabilizowanych klinicznie na palmitynianie paliperydonu podawanym we wstrzyknięciach co 1 miesiąc,bezpłatny do limitu,0
2623,2964,Paliperidonum,Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 100 mg,1 amp.-strz. + 2 igły,5909990861194,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",133435,137923,137920,"Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",bezpłatny do limitu,3
2624,2965,Paliperidonum,Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 150 mg,1 amp.-strz. + 2 igły,5909990861200,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",201578,206885,206880,"Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",bezpłatny do limitu,5
2625,2966,Paliperidonum,Xeplion, zawiesina do wstrzykiwań o przedłużonym uwalnianiu, 75 mg,1 amp.-strz. + 2 igły,5909990861187,"178.6, Leki przeciwpsychotyczne - rysperydon i paliperydon do stosowania pozajelitowego - postacie o przedłużonym uwalnianiu",99735,103442,103440,"Leczenie schizofrenii u dorosłych pacjentów, u których uzyskano odpowiednią stabilizację podczas leczenia rysperydonem lub paliperydonem, w przypadku nawrotu objawów psychotycznych w wyniku udokumentowanego, uporczywego braku współpracy chorego",bezpłatny do limitu,2
2626,2967,Pancreatinum,Lipancrea 16 000, kapsułki, 16000 j.Ph. Eur. Lipazy,60 szt.,5909990723164,"13.0, Enzymy trzustkowe",2811,3483,3483,"<2>Stany zewnątrzwydzielniczej niewydolności trzustki spowodowane przewlekłym zapaleniem trzustki, resekcją żołądka lub zwężeniem dróg żółciowych spowodowanym chorobą nowotworową",30%,1045
2627,2968,Pancreatinum,Lipancrea 16 000, kapsułki, 16000 j.Ph. Eur. Lipazy,60 szt.,5909990723164,"13.0, Enzymy trzustkowe",2811,3483,3483,<1>Mukowiscydoza; Stan po resekcji trzustki,bezpłatny do limitu,0
2628,2969,Pantoprazolum,Anesteloc, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),5909990621026,"2.0, Inhibitory pompy protonowej - stosowane doustnie",917,1109,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,778
2629,2970,Pantoprazolum,Anesteloc 40 mg, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),5909990621040,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1587,1926,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1263
2630,2971,Pantoprazolum,Contix, tabl. powl., 20 mg,112 szt. (8 blist.po 14 szt.),5909991246525,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1838,2373,2373,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1187
2631,2972,Pantoprazolum,Contix, tabl. dojel., 20 mg,14 szt. (1 poj.po 14 szt.),5909991128814,"2.0, Inhibitory pompy protonowej - stosowane doustnie",363,459,331,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,294
2632,2973,Pantoprazolum,Contix, tabl. powl., 40 mg,112 szt. (8 blist.po 14 szt.),5909991246532,"2.0, Inhibitory pompy protonowej - stosowane doustnie",3674,4501,4501,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,2251
2633,2974,Pantoprazolum,Contix, tabl. dojel., 40 mg,14 szt. (1 poj.po 14 szt.),5909991128418,"2.0, Inhibitory pompy protonowej - stosowane doustnie",711,903,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,572
2634,2975,Pantoprazolum,Contracid, tabl. dojel., 20 mg,28 szt. (4 blist.po 7 szt.),5909990736706,"2.0, Inhibitory pompy protonowej - stosowane doustnie",782,974,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,643
2635,2976,Pantoprazolum,Controloc 20, tabl. dojel., 20 mg,14 szt. (1 blist.po 14 szt.),5909990478767,"2.0, Inhibitory pompy protonowej - stosowane doustnie",397,493,331,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,328
2636,2977,Pantoprazolum,Controloc 20, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),5909990478774,"2.0, Inhibitory pompy protonowej - stosowane doustnie",794,986,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,655
2637,2978,Pantoprazolum,Controloc 40, tabl. dojel., 40 mg,14 szt. (1 blist.po 14 szt.),5909990689842,"2.0, Inhibitory pompy protonowej - stosowane doustnie",683,875,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,544
2638,2979,Pantoprazolum,Controloc 40, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),5909990689859,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1365,1704,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1041
2639,2980,Pantoprazolum,Gastrostad, tabl. dojel., 20 mg,28 szt.,5909990653409,"2.0, Inhibitory pompy protonowej - stosowane doustnie",595,787,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,456
2640,2981,Pantoprazolum,Gastrostad, tabl. dojel., 40 mg,28 szt.,5909990653539,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1191,1530,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,867
2641,2982,Pantoprazolum,Gerdin 20 mg, tabl. dojel., 20 mg,28 szt.,5909991245399,"2.0, Inhibitory pompy protonowej - stosowane doustnie",501,693,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,362
2642,2983,Pantoprazolum,Gerdin 40 mg, tabl. dojel., 40 mg,28 szt.,5909991245337,"2.0, Inhibitory pompy protonowej - stosowane doustnie",962,1301,1301,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,651
2643,2984,Pantoprazolum,IPP 20, tabl. dojel., 20 mg,28 szt.,5909990085033,"2.0, Inhibitory pompy protonowej - stosowane doustnie",816,1008,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,677
2644,2985,Pantoprazolum,IPP 40, tabl. dojel., 40 mg,28 szt.,5909990082643,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1588,1927,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1264
2645,2986,Pantoprazolum,Noacid, tabl. dojel., 20 mg,28 szt. (4 blist.po 7 szt.),5909990645640,"2.0, Inhibitory pompy protonowej - stosowane doustnie",624,816,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,485
2646,2987,Pantoprazolum,Noacid, tabl. dojel., 40 mg,28 szt. (4 blist.po 7 szt.),5909990645732,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1247,1586,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,923
2647,2988,Pantoprazolum,Nolpaza, tabl. dojel., 20 mg,90 szt.,5909990845521,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1604,2063,2063,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1032
2648,2989,Pantoprazolum,Nolpaza, tabl. dojel., 40 mg,90 szt.,5909990845552,"2.0, Inhibitory pompy protonowej - stosowane doustnie",3272,3986,3986,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1993
2649,2990,Pantoprazolum,Nolpaza 20, tabl. dojel., 20 mg,56 szt. (4 blist.po 14 szt.),5909990075041,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1349,1688,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1025
2650,2991,Pantoprazolum,Nolpaza 20 mg tabletki dojelitowe, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),5909990075003,"2.0, Inhibitory pompy protonowej - stosowane doustnie",765,957,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,626
2651,2992,Pantoprazolum,Nolpaza 40, tabl. dojel., 40 mg,56 szt. (4 blist.po 14 szt.),5909990075126,"2.0, Inhibitory pompy protonowej - stosowane doustnie",2699,3234,2652,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1908
2652,2993,Pantoprazolum,Nolpaza 40 mg tabletki dojelitowe, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),5909990075089,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1531,1870,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1207
2653,2994,Pantoprazolum,Ozzion, tabl. dojel., 20 mg,28 szt.,5909990892761,"2.0, Inhibitory pompy protonowej - stosowane doustnie",454,646,646,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,323
2654,2995,Pantoprazolum,Ozzion, tabl. dojel., 20 mg,56 tabl.,5909991186371,"2.0, Inhibitory pompy protonowej - stosowane doustnie",996,1335,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,672
2655,2996,Pantoprazolum,Ozzion, tabl. dojel., 40 mg,28 szt.,5909990892853,"2.0, Inhibitory pompy protonowej - stosowane doustnie",907,1246,1246,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,623
2656,2997,Pantoprazolum,Ozzion, tabl. dojel., 40 mg,56 tabl.,5909991186418,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1995,2530,2530,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1265
2657,2998,Pantoprazolum,Pamyl 20 mg, tabl. dojel., 20 mg,28 szt.,5909991046897,"2.0, Inhibitory pompy protonowej - stosowane doustnie",392,584,584,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,292
2658,2999,Pantoprazolum,Pamyl 40 mg, tabl. dojel., 40 mg,28 szt.,5909991046941,"2.0, Inhibitory pompy protonowej - stosowane doustnie",889,1228,1228,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,614
2659,3000,Pantoprazolum,Panprazox, tabl. dojel., 20 mg,28 szt.,5909990817184,"2.0, Inhibitory pompy protonowej - stosowane doustnie",504,696,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,365
2660,3001,Pantoprazolum,Panprazox, tabl. dojel., 40 mg,28 szt.,5909990817320,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1009,1348,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,685
2661,3002,Pantoprazolum,Panrazol, tabl. dojel., 20 mg,28 szt. (4 blist.po 7 szt.),5909990698974,"2.0, Inhibitory pompy protonowej - stosowane doustnie",499,691,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,360
2662,3003,Pantoprazolum,Panrazol, tabl. dojel., 20 mg,56 szt. (8 blist.po 7 szt.),5909990698981,"2.0, Inhibitory pompy protonowej - stosowane doustnie",987,1326,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,663
2663,3004,Pantoprazolum,Panrazol, tabl. dojel., 40 mg,28 szt. (4 blist.po 7 szt.),5909990699209,"2.0, Inhibitory pompy protonowej - stosowane doustnie",998,1337,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,674
2664,3005,Pantoprazolum,Pantoprazol KRKA, tabl. dojel., 20 mg,28 szt.,5909990943890,"2.0, Inhibitory pompy protonowej - stosowane doustnie",657,849,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,518
2665,3006,Pantoprazolum,Pantoprazol KRKA, tabl. dojel., 40 mg,28 szt.,5909990944095,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1304,1643,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,980
2666,3007,Pantoprazolum,Pantoprazol Vitama, tabl. dojel., 20 mg,28 szt.,5909991202040,"2.0, Inhibitory pompy protonowej - stosowane doustnie",392,584,584,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,292
2667,3008,Pantoprazolum,Pantoprazol Vitama, tabl. dojel., 40 mg,28 szt.,5909991202101,"2.0, Inhibitory pompy protonowej - stosowane doustnie",782,1121,1121,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,561
2668,3009,Pantoprazolum,Pantoprazole Bluefish, tabl. dojel., 20 mg,28 szt.,5909990793907,"2.0, Inhibitory pompy protonowej - stosowane doustnie",431,623,623,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,312
2669,3010,Pantoprazolum,Pantoprazole Bluefish, tabl. dojel., 40 mg,28 szt.,5909990794188,"2.0, Inhibitory pompy protonowej - stosowane doustnie",862,1201,1201,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,601
2670,3011,Pantoprazolum,Pantoprazole Genoptim, tabl. dojel., 20 mg,28 szt.,5909991139759,"2.0, Inhibitory pompy protonowej - stosowane doustnie",454,646,646,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,323
2671,3012,Pantoprazolum,Pantoprazole Genoptim, tabletki dojelitowe, 20 mg,56 tabl.,5907553017927,"2.0, Inhibitory pompy protonowej - stosowane doustnie",789,1128,1128,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,564
2672,3013,Pantoprazolum,Pantoprazole Genoptim, tabl. dojel., 40 mg,28 szt.,5909991035631,"2.0, Inhibitory pompy protonowej - stosowane doustnie",930,1269,1269,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,635
2673,3014,Pantoprazolum,Pantoprazole Genoptim, tabletki dojelitowe, 40 mg,56 tabl.,5907553017934,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1576,2111,2111,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1056
2674,3015,Pantoprazolum,Panzol, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),5909990652334,"2.0, Inhibitory pompy protonowej - stosowane doustnie",805,997,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,666
2675,3016,Pantoprazolum,Panzol, tabl. dojelitowe, 20 mg,56 szt.,5909991069681,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1009,1348,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,685
2676,3017,Pantoprazolum,Panzol, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),5909990652372,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1611,1950,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1287
2677,3018,Pantoprazolum,Ranloc, tabl. dojel., 20 mg,28 szt. (4 blist.po 7 szt.),5909990730100,"2.0, Inhibitory pompy protonowej - stosowane doustnie",698,890,663,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,559
2678,3019,Pantoprazolum,Ranloc, tabl. dojel., 40 mg,28 szt. (4 blist.po 7 szt.),5909990730179,"2.0, Inhibitory pompy protonowej - stosowane doustnie",1398,1737,1326,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,50%,1074
2679,3020,Paroxetinum,Arketis tabletki 20 mg, tabl., 20 mg,30 szt. (3 blist.po 10 szt.),5909990047109,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1588,1927,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,1015
2680,3021,Paroxetinum,Parogen, tabl. powl., 20 mg,30 szt. (1 poj.po 30 szt.),5909990425877,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1588,1927,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,1015
2681,3022,Paroxetinum,Parogen, tabl. powl., 20 mg,60 szt. (1 poj.po 60 szt.),5909990425884,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",3164,3700,2606,Choroby psychiczne lub upośledzenia umysłowe,30%,1876
2682,3023,Paroxetinum,Paroxetine Aurovitas, tabl. powl., 20 mg,30 tabl.,5909991323615,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",941,1280,1280,Choroby psychiczne lub upośledzenia umysłowe,30%,384
2683,3024,Paroxetinum,Paroxetine Aurovitas, tabl. powl., 20 mg,60 tabl.,5909991323646,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1883,2420,2420,Choroby psychiczne lub upośledzenia umysłowe,30%,726
2684,3025,Paroxetinum,Paroxetine Vitama, tabl. powl., 20 mg,30 szt.,5909990655724,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",874,1213,1213,Choroby psychiczne lub upośledzenia umysłowe,30%,364
2685,3026,Paroxetinum,Paroxinor, tabl. powl., 20 mg,30 szt.,5909990798346,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",964,1303,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,391
2686,3027,Paroxetinum,Paxtin 20, tabl. powl., 20 mg,30 szt. (3 blist.po 10 szt.),5909990010189,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1531,1870,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,958
2687,3028,Paroxetinum,Paxtin 40, tabl. powl., 40 mg,30 szt. (3 blist.po 10 szt.),5909990010202,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",3152,3689,2606,Choroby psychiczne lub upośledzenia umysłowe,30%,1865
2688,3029,Paroxetinum,Rexetin, tabl. powl., 20 mg,30 szt.,5909991006310,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1588,1927,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,1015
2689,3030,Paroxetinum,Xetanor 20 mg, tabl. powl., 20 mg,30 szt. (3 blist.po 10 szt.),5909990570515,"184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny",1474,1813,1303,Choroby psychiczne lub upośledzenia umysłowe,30%,901
2690,3031,Penicillaminum,Cuprenil, tabl. powl., 250 mg,30 szt.,5909990126217,"239.0, Leki chelatujące miedź - penicylamina",5001,5951,5951,Choroba Wilsona,ryczałt,320
2691,3032,Perazinum,Perazin 100 mg, tabl., 100 mg,30 szt.,5909990858514,"176.0, Leki przeciwpsychotyczne - perazyna",782,1061,1061,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
2692,3033,Perazinum,Perazin 200mg, tabl., 200 mg,30 szt.,5909991033453,"176.0, Leki przeciwpsychotyczne - perazyna",1565,2020,2020,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
2693,3034,Perazinum,Perazin 25 mg, tabl., 25 mg,20 szt.,5909990858415,"176.0, Leki przeciwpsychotyczne - perazyna",227,278,178,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,100
2694,3035,Perazinum,Perazin 25 mg, tabl., 25 mg,50 tabl.,5909990914838,"176.0, Leki przeciwpsychotyczne - perazyna",317,445,445,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
2695,3036,Perazinum,Perazin 50mg, tabl., 50 mg,30 szt.,5909991033422,"176.0, Leki przeciwpsychotyczne - perazyna",380,532,532,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,0
2696,3037,Perazinum,Pernazinum, tabl., 100 mg,30 szt.,5909990199518,"176.0, Leki przeciwpsychotyczne - perazyna",793,1072,1068,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,4
2697,3038,Perazinum,Pernazinum, tabl., 25 mg,20 szt.,5909990202614,"176.0, Leki przeciwpsychotyczne - perazyna",232,283,178,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,105
2698,3039,Perazinum,Pernazinum, tabl., 25 mg,60 szt.,5906745439141,"176.0, Leki przeciwpsychotyczne - perazyna",385,536,534,Choroby psychiczne lub upośledzenia umysłowe,bezpłatny do limitu,2
2699,3040,Perindoprili tosilas + Amlodipinum,Vilpin Combi, tabl., 10+10 mg,30 szt.,5909991137571,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",2597,2892,1142,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,2390
2700,3041,Perindoprili tosilas + Amlodipinum,Vilpin Combi, tabl., 10+5 mg,30 szt.,5909991137526,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",2597,2892,1142,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,2390
2701,3042,Perindoprili tosilas + Amlodipinum,Vilpin Combi, tabl., 5+10 mg,30 szt.,5909991137472,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",1576,1739,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1488
2702,3043,Perindoprili tosilas + Amlodipinum,Vilpin Combi, tabl., 5+5 mg,30 szt.,5909991137212,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",1576,1739,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1488
2703,3045,Perindoprilum,Prenessa, tabl., 4 mg,30 szt. (1 x 30 szt.),5909990569311,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone",1191,1354,571,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ryczałt,1103
