,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean
21296,791,Cefuroximum,Bioracef, tabl. powl., 250 mg,10 szt.,5909990063840
21297,792,Cefuroximum,Bioracef, tabl. powl., 250 mg,14 szt.,5909990063857
21298,793,Cefuroximum,Bioracef, tabl. powl., 500 mg,10 szt.,5909990063697
21299,794,Cefuroximum,Bioracef, tabl. powl., 500 mg,14 szt.,5909990063703
21300,795,Cefuroximum,Cefox, tabl. powl., 250 mg,10 szt.,5909991255145
21301,796,Cefuroximum,Cefox, tabl. powl., 250 mg,14 szt.,5909991255152
21302,797,Cefuroximum,Cefox, tabl. powl., 500 mg,10 szt.,5909991255183
21303,798,Cefuroximum,Cefox, tabl. powl., 500 mg,14 szt.,5909991255190
21304,799,Cefuroximum,Cefuroxime Genoptim, tabl. powl., 500 mg,10 szt.,5909991353483
21305,800,Cefuroximum,Cefuroxime Genoptim, tabl. powl., 500 mg,14 szt.,5909991353490
21306,801,Cefuroximum,Ceroxim, proszek do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 100 ml,5909991009229
21307,802,Cefuroximum,Ceroxim, proszek do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 50 ml,5909991009212
21308,803,Cefuroximum,Ceroxim, tabl. powl., 250 mg,10 szt.,5909991263331
21309,804,Cefuroximum,Ceroxim, tabl. powl., 250 mg,14 szt.,5909991263355
21310,805,Cefuroximum,Ceroxim, tabl. powl., 250 mg,20 szt.,5909991263362
21311,806,Cefuroximum,Ceroxim, proszek do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 100 ml,5909991009120
21312,807,Cefuroximum,Ceroxim, proszek do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 50 ml,5909991009113
21313,808,Cefuroximum,Ceroxim, tabletki powlekane, 500 mg,10 tabl.,5909991263386
21314,809,Cefuroximum,Ceroxim, tabletki powlekane, 500 mg,14 tabl.,5909991263409
21315,810,Cefuroximum,Ceroxim, tabl. powl., 500 mg,20 szt.,5909991263416
21316,811,Cefuroximum,Furocef, tabl. powl., 500 mg,10 szt.,5909991231194
21317,812,Cefuroximum,Furocef, tabl. powl., 500 mg,14 szt.,5909991231217
21318,813,Cefuroximum,Xorimax 250, tabl. drażowane, 250 mg,10 szt.,5909990224951
21319,814,Cefuroximum,Xorimax 250, tabl. drażowane, 250 mg,14 szt.,5907626701753
21320,815,Cefuroximum,Xorimax 500, tabl. powl., 500 mg,10 szt.,5909991265328
21321,816,Cefuroximum,Xorimax 500, tabl. drażowane, 500 mg,10 szt.,5909990224456
21322,817,Cefuroximum,Xorimax 500, tabl. drażowane, 500 mg,14 szt.,5907626701760
21323,818,Cefuroximum,Zamur 250, tabl. powl., 250 mg,10 szt.,5909990216383
21324,819,Cefuroximum,Zamur 250, tabl. powl., 250 mg,14 szt.,5909991067946
21325,820,Cefuroximum,Zamur 500, tabl. powl., 500 mg,10 szt.,5909990216390
21326,821,Cefuroximum,Zamur 500, tabl. powl., 500 mg,14 szt.,5909991067953
21327,822,Cefuroximum,Zinacef, proszek do sporządzania roztworu do wstrzykiwań lub infuzji, 1500 mg,10 fiol.,5909990069927
21328,823,Cefuroximum,Zinnat, tabl. powl., 125 mg,10 szt.,5909990083213
21329,824,Cefuroximum,Zinnat, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 100 ml,5909990051342
21330,825,Cefuroximum,Zinnat, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 50 ml,5909990051335
21331,826,Cefuroximum,Zinnat, tabl. powl., 250 mg,10 szt.,5909997196350
21332,827,Cefuroximum,Zinnat, tabl. powl., 250 mg,10 szt.,5909990083312
21333,828,Cefuroximum,Zinnat, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,"1 but.po 50 ml (39,98 g granulatu)",5909990468812
21334,829,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909997210605
21335,830,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909991283575
21336,831,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909991359331
21337,832,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909997200118
21338,833,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909997196077
21339,834,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909991399290
21340,835,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909990083411
21341,836,Cefuroximum,Zinnat, tabl. powl., 500 mg,10 szt.,5909991433093
21342,837,Cefuroximum,Zinnat, tabl. powl., 500 mg,14 szt.,5909991418212
21343,838,Cefuroximum,Zinnat, tabl. powl., 500 mg,14 szt.,5909991425203
21344,839,Cefuroximum,Zinnat, tabl. powl., 500 mg,14 szt.,5909990083435
21345,840,Cefuroximum,Zinoxx, tabl. powl., 250 mg,10 szt.,5909991082932
21346,841,Cefuroximum,Zinoxx, tabl. powl., 500 mg,10 szt.,5909991082949
21347,842,Cefuroximum,Zinoxx, tabl. powl., 500 mg,14 szt.,5909991401641
21353,848,Cetirizine dihydrochloride,Amertil, tabl. powl., 10 mg,20 szt.,5909990410729
21354,849,Cetirizine dihydrochloride,Amertil, tabl. powl., 10 mg,30 szt.,5909990410736
21355,850,Cetirizini dihydrochloridum,Alermed, tabl. powl., 10 mg,30 szt.,5909990910793
21356,851,Cetirizini dihydrochloridum,Allertec, tabl. powl., 10 mg,30 szt.,5909990569441
21357,852,Cetirizini dihydrochloridum,Allertec, krople doustne# roztwór, 10 mg/ml,1 butelka 10 ml,5909991103811
21358,853,Cetirizini dihydrochloridum,Allertec, krople doustne# roztwór, 10 mg/ml,1 butelka 20 ml,5909991103835
21359,854,Cetirizini dihydrochloridum,Allertec, syrop, 5 mg/5 ml,1 but.po 100 ml,5909990851119
21360,855,Cetirizini dihydrochloridum,Amertil, tabl. powl., 10 mg,60 szt.,5907695215250
21361,856,Cetirizini dihydrochloridum,Letizen, tabl. powl., 10 mg,20 szt.,5909990869725
21362,857,Cetirizini dihydrochloridum,Zyrtec, roztwór doustny, 1 mg/ml,1 but. po 75 ml,5909990781515
21363,858,Cetirizini dihydrochloridum,Zyrtec, krople doustne# roztwór, 10 mg/ml,1 but. 20 ml,5909991386672
21364,859,Cetirizini dihydrochloridum,Zyrtec, krople doustne# roztwór, 10 mg/ml,1 but. 20 ml,5909991457020
21365,860,Cetirizini dihydrochloridum,Zyrtec, krople doustne, 10 mg/ml,20 ml,5909990184736
21366,861,Cetirizinum,Zyrtec, tabl. powl., 10 mg,30 szt.,5909990184637
21367,862,Cetrorelixum,Cetrotide, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 0.25 mg,1 fiol. + 1 amp.-strz.,5909990488926
21368,863,Chlorambucilum,Leukeran, tabl. powl., 2 mg,25 szt.,5909990345618
21369,864,Chloroquinum,Arechin, tabl., 250 mg,30 szt.,5909991139582
21370,865,Chlorprothixeni hydrochloridum,Chlorprothixen Hasco, tabl. powl., 15 mg,50 szt.,5909991474409
21371,866,Chlorprothixeni hydrochloridum,Chlorprothixen Hasco, tabl. powl., 15 mg,50 szt.,5909991474409
21372,867,Chlorprothixeni hydrochloridum,Chlorprothixen Hasco, tabl. powl., 50 mg,50 szt.,5909991474416
21373,868,Chlorprothixeni hydrochloridum,Chlorprothixen Hasco, tabl. powl., 50 mg,50 szt.,5909991474416
21374,869,Chlorprothixeni hydrochloridum,Chlorprothixen Zentiva, tabl. powl., 15 mg,50 szt.,5909990203017
21375,870,Chlorprothixeni hydrochloridum,Chlorprothixen Zentiva, tabl. powl., 15 mg,50 szt.,5909990203017
21376,871,Chlorprothixeni hydrochloridum,Chlorprothixen Zentiva, tabl. powl., 50 mg,50 szt.,5909990203116
21377,872,Chlorprothixeni hydrochloridum,Chlorprothixen Zentiva, tabl. powl., 50 mg,50 szt.,5909990203116
21378,873,Ciclesonidum,Alvesco 160, aerozol inhalacyjny# roztwór, 160 µg,1 poj. 120 daw.,5909990212064
21379,874,Ciclesonidum,Alvesco 160, aerozol inhalacyjny# roztwór, 160 µg,1 poj. 60 daw.,5909990218530
21380,875,Ciclesonidum,Alvesco 80, aerozol inhalacyjny# roztwór, 80 µg,1 poj. 120 daw.,5909990212057
21381,876,Ciclesonidum,Alvesco 80, aerozol inhalacyjny# roztwór, 80 µg,1 poj. 60 daw.,5909990218523
21382,877,Ciclosporinum,Cyclaid, kaps. miękkie, 100 mg,50 szt.,5909990787463
21383,878,Ciclosporinum,Cyclaid, kaps. miękkie, 25 mg,50 szt.,5909990787289
21384,879,Ciclosporinum,Cyclaid, kaps. miękkie, 50 mg,50 szt.,5909990787357
21385,880,Ciclosporinum,Equoral, kaps. elastyczne, 100 mg,50 szt.,5909990946624
21386,881,Ciclosporinum,Equoral, roztwór doustny, 100 mg/ml,50 ml,5909991480424
21387,882,Ciclosporinum,Equoral, roztwór doustny, 100 mg/ml,50 ml,5909991460679
21388,883,Ciclosporinum,Equoral, roztwór doustny, 100 mg/ml,50 ml,5909990946716
21389,884,Ciclosporinum,Equoral, kaps. elastyczne, 25 mg,50 szt.,5909990946426
21390,885,Ciclosporinum,Equoral, kaps. elastyczne, 50 mg,50 szt.,5909990946525
21391,886,Ciclosporinum,Ikervis, krople do oczu# emulsja, 1 mg/ml,"30 poj. 0,3 ml",4987084303585
21392,887,Ciclosporinum,Sandimmun Neoral, kaps. miękkie, 10 mg,60 szt.,5909990406111
21393,888,Ciclosporinum,Sandimmun Neoral, kaps. miękkie, 100 mg,50 szt.,5909990336814
21394,889,Ciclosporinum,Sandimmun Neoral, roztwór doustny, 100 mg/ml,50 ml,5909990336913
21395,890,Ciclosporinum,Sandimmun Neoral, kaps. miękkie, 25 mg,50 szt.,5909990336616
21396,891,Ciclosporinum,Sandimmun Neoral, kaps. miękkie, 50 mg,50 szt.,5909990336715
21397,892,Cilazaprilum,Cazaprol, tabl. powl., 1 mg,30 szt.,5909990678648
21398,893,Cilazaprilum,Cazaprol, tabl. powl., 2.5 mg,28 szt.,5909990678655
21399,894,Cilazaprilum,Cazaprol, tabl. powl., 5 mg,28 szt.,5909990678679
21400,895,Cilazaprilum,Cilan, tabl. powl., 1 mg,30 szt.,5909990066667
21401,896,Cilazaprilum,Cilan, tabl. powl., 2.5 mg,30 szt.,5909990066780
21402,897,Cilazaprilum,Cilan, tabl. powl., 5 mg,30 szt.,5909990066803
21403,898,Ciprofibratum,Lipanor, kaps., 100 mg,30 szt.,5909990376612
21404,899,Ciprofloxacinum,Ciphin 500, tabl. powl., 500 mg,10 szt.,5909990499113
21405,900,Ciprofloxacinum,Ciprinol, tabl. powl., 250 mg,10 szt.,5909990066414
21406,901,Ciprofloxacinum,Ciprinol, tabl. powl., 500 mg,10 szt.,5909990066216
21407,902,Ciprofloxacinum,Cipronex, tabl. powl., 250 mg,10 szt.,5909990308514
21408,903,Ciprofloxacinum,Cipronex, tabl. powl., 500 mg,10 szt.,5909990334964
21409,904,Ciprofloxacinum,Cipropol, tabl. powl., 500 mg,10 szt.,5909990729012
21410,905,Ciprofloxacinum,Proxacin 250, tabl. powl., 250 mg,10 szt.,5909991033514
21411,906,Ciprofloxacinum,Proxacin 500, tabl. powl., 500 mg,10 szt.,5909991033613
21412,907,Clarithromycinum,Apiclar, tabl. powl., 250 mg,14 szt.,5909991311230
21413,908,Clarithromycinum,Apiclar, tabl. powl., 500 mg,14 szt.,5909991311285
21414,909,Clarithromycinum,Fromilid 250, tabl. powl., 250 mg,14 szt.,5909990773626
21415,910,Clarithromycinum,Fromilid 500, tabl. powl., 500 mg,14 szt.,5909990781010
21416,911,Clarithromycinum,Fromilid 500, tabl. powl., 500 mg,28 szt.,5909991036546
21417,912,Clarithromycinum,Klabax, tabl. powl., 250 mg,14 szt. (1 blist.po 14 szt.),5909990081165
21418,913,Clarithromycinum,Klabax, tabl. powl., 500 mg,14 szt.,5909990045532
21419,914,Clarithromycinum,Klabax, tabl. powl., 500 mg,20 szt.,5909990045549
21420,915,Clarithromycinum,Klabax 125 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 100 ml,5909990620654
21421,916,Clarithromycinum,Klabax 125 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 60 ml,5909990620647
21422,917,Clarithromycinum,Klabax 250 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 100 ml,5909990620678
21423,918,Clarithromycinum,Klabax 250 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 60 ml,5909990620661
21424,919,Clarithromycinum,Klabax EC, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 100 ml,5909991426453
21425,920,Clarithromycinum,Klabax EC, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,1 but.po 60 ml,5909991426446
21426,921,Clarithromycinum,Klabax EC, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 100 ml,5909991426477
21427,922,Clarithromycinum,Klabax EC, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but.po 60 ml,5909991426491
21428,923,Clarithromycinum,Klacid, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,100 ml,5909990331727
21429,924,Clarithromycinum,Klacid, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml,60 ml,5909990331710
21430,925,Clarithromycinum,Klacid, tabl. powl., 250 mg,10 szt.,5909990331819
21431,926,Clarithromycinum,Klacid, tabl. powl., 250 mg,14 szt.,5909990331826
21432,927,Clarithromycinum,Klacid, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but. po 100 ml,5909990780631
21433,928,Clarithromycinum,Klacid, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml,1 but. po 60 ml,5909990780624
21434,929,Clarithromycinum,Klacid, tabl. powl., 500 mg,14 szt.,5909990719419
21435,930,Clarithromycinum,Klarmin, tabl. powl., 500 mg,14 szt.,5909991030117
21436,931,Clarithromycinum,Taclar, tabl. powl., 500 mg,14 szt.,5909991023416
21437,932,Clindamycinum,Clindamycin-MIP 300, tabl. powl., 300 mg,16 szt.,5909991001438
21438,933,Clindamycinum,Clindamycin-MIP 600, tabl. powl., 600 mg,12 szt.,5909991001520
21439,934,Clindamycinum,Clindamycin-MIP 600, tabl. powl., 600 mg,16 szt.,5909991001537
21440,935,Clindamycinum,Clindamycin-MIP 600, tabl. powl., 600 mg,30 szt.,5909991001544
21441,936,Clindamycinum,Clindanea, tabl. powl., 600 mg,12 szt.,5909991414207
21442,937,Clindamycinum,Dalacin C, kaps., 150 mg,16 szt.,5909990071210
21443,938,Clindamycinum,Dalacin C, kaps., 300 mg,16 szt.,5909990306435
21444,939,Clindamycinum,Dalacin C, kaps., 75 mg,16 szt.,5909990071111
21445,940,Clindamycinum,Klimicin, kaps. twarde, 300 mg,16 szt.,5907626707397
21446,941,Clindamycinum,Klimicin, roztwór do wstrzykiwań i infuzji, 300 mg/2 ml,5 amp.po 2 ml,5909990067510
21447,942,Clobetasoli propionas,Dermovate, roztwór na skórę, 0.5 mg/ml,50 ml,5909997013800
21448,943,Clobetasoli propionas,Dermovate, roztwór na skórę, 0.5 mg/ml,50 ml,5909997196497
21449,944,Clobetasoli propionas,Dermovate, roztwór na skórę, 0.5 mg/ml,50 ml,5909990369928
21450,945,Clomipramini hydrochloridum,Anafranil, tabl. powl., 10 mg,30 szt.,5909990294916
21451,946,Clomipramini hydrochloridum,Anafranil, tabl. powl., 25 mg,30 szt.,5909990295012
21452,947,Clomipramini hydrochloridum,Anafranil SR 75, tabl. powl. o przedłużonym uwalnianiu, 75 mg,20 szt.,5909990295111
21453,948,Clonazepamum,Clonazepamum TZF, tabl., 0.5 mg,30 szt.,5909990135615
21454,949,Clonazepamum,Clonazepamum TZF, tabl., 2 mg,30 szt.,5909990135516
21455,950,Clopamidum,Clopamid VP, tabl., 20 mg,20 szt.,5909990141012
21456,951,Clopidogrelum,Agregex, tabl. powl., 75 mg,28 szt.,5909991251949
21457,952,Clopidogrelum,Agregex, tabl. powl., 75 mg,28 szt.,5909991397005
21458,953,Clopidogrelum,Agregex, tabl. powl., 75 mg,28 szt.,5909990754748
21459,954,Clopidogrelum,Areplex, tabl. powl., 75 mg,28 szt.,5909991167011
21460,955,Clopidogrelum,Clopidix, tabl. powl., 75 mg,28 szt.,5909990625826
21461,956,Clopidogrelum,Clopidogrel Bluefish, tabl. powl., 75 mg,28 szt.,5909990768141
21462,957,Clopidogrelum,Clopidogrel KRKA, tabl. powl., 75 mg,28 szt.,5909991029388
21463,958,Clopidogrelum,Grepid, tabl. powl., 75 mg,28 szt.,5909990727667
21464,959,Clopidogrelum,Pegorel, tabl. powl., 75 mg,28 szt.,5909990793730
21465,960,Clopidogrelum,Plavocorin, tabl. powl., 75 mg,28 szt. (2 blist.po 14 szt.),5909990762729
21466,961,Clopidogrelum,Vixam, tabl. powl., 75 mg,30 szt.,5909990866533
21467,962,Clopidogrelum,Zyllt, tabl. powl., 75 mg,28 szt.,5901878600475
21468,963,Clopidogrelum,Zyllt, tabl. powl., 75 mg,28 szt.,5903792743382
21469,964,Clopidogrelum,Zyllt, tabl. powl., 75 mg,28 szt.,5909991109219
21470,965,Cloxacillinum,Syntarpen, tabl. powl., 500 mg,16 szt.,5909990295715
21471,966,Clozapinum,Clopizam, tabl., 100 mg,100 szt.,5909991327736
21472,967,Clozapinum,Clopizam, tabl., 100 mg,50 szt.,5909991327705
21473,968,Clozapinum,Clopizam, tabl., 25 mg,50 szt.,5909991327606
21474,969,Clozapinum,Klozapol, tabl., 100 mg,50 szt.,5909990139521
21475,970,Clozapinum,Klozapol, tabl., 25 mg,50 szt.,5909990139422
21476,971,Clozapinum,Symcloza, tabl., 100 mg,50 szt.,5909991373443
21477,972,Clozapinum,Symcloza, tabl., 200 mg,50 szt.,5909991373467
21478,973,Clozapinum,Symcloza, tabl., 25 mg,50 szt.,5909991373382
21479,974,Colecalciferolum,Juvit D3, krople doustne# roztwór, 20000 j.m./ml,10 ml,5909991047818
21480,975,Colistimethatum natricum,Colistin TZF, liofilizat do sporządzania roztworu do wstrzykiwań# infuzji i inhalacji, 1000000 IU,20 fiol.,5909990366514
21481,976,Collagenasum,Iruxol Mono, maść, 1.2 j./g,20 g,5909990015412
21482,977,Conestatum alfa,Ruconest, proszek do sporządzania roztworu do wstrzykiwań, 2100 j.,1 fiol. proszku + 1 fiol. rozp. + zestaw do podawania,8718309680077
21483,978,Corifollitropinum alfa,Elonva, roztwór do wstrzykiwań, 100 µg,"1 amp.-strz. 0,5 ml",5909997077482
21484,979,Corifollitropinum alfa,Elonva, roztwór do wstrzykiwań, 150 µg,"1 amp.-strz. 0,5 ml",5909997077499
21485,980,Cyanocobalaminum (vit. B12),Vitaminum B12 WZF, roztwór do wstrzykiwań, 500 µg/ml,5 amp.po 2 ml,5909990244010
21486,981,Cyclophosphamidum,Endoxan, tabl. drażowane, 50 mg,50 szt.,5909990240814
21487,982,Cyclophosphamidum,Endoxan, tabl. drażowane, 50 mg,50 szt.,5909990240814
21488,983,Cyproteroni acetas,Androcur, tabl., 50 mg,20 szt.,5909990657476
21489,984,Cyproteroni acetas,Androcur, tabl., 50 mg,50 szt.,5909990657483
21490,985,Cyproteroni acetas + Ethinylestradiolum,Cyprodiol, tabl. powl., 2+0#035 mg,21 szt.,5909991039486
21491,986,Cyproteroni acetas + Ethinylestradiolum,Diane-35, tabl. powl., 2+0#035 mg,21 szt.,5909990222216
21492,987,Cyproteroni acetas + Ethinylestradiolum,Diane-35, tabl. powl., 2+0#035 mg,63 szt.,5909990222230
21493,988,Cyproteroni acetas + Ethinylestradiolum,OC-35, tabl. powl., 2+0#035 mg,21 szt.,5909990046171
21494,989,Cyproteroni acetas + Ethinylestradiolum,OC-35, tabl. powl., 2+0#035 mg,63 szt.,5909990046188
21495,990,Cyproteroni acetas + Ethinylestradiolum,Syndi-35, tabl. drażowane, 2+0#035 mg,21 szt.,5909990037773
21496,991,Cyproteroni acetas + Ethinylestradiolum,Syndi-35, tabl. drażowane, 2+0#035 mg,63 szt. (3 blist.po 21 szt.),5909990086788
21497,992,"Czterowalentna szczepionka przeciw grypie (rozszczepiony wirion), inaktywowana",VaxigripTetra, zawiesina do wstrzykiwań w ampułko-strzykawce, 1 dawka,"1 amp.-strzyk. 0,5 ml z igłą",5909991302108
21498,993,Dabigatranum etexilatum,Pradaxa, kaps. twarde, 110 mg,10 szt.,5909990641253
21499,994,Dabigatranum etexilatum,Pradaxa, kaps. twarde, 110 mg,30 szt.,5909990641260
21500,995,Dabigatranum etexilatum,Pradaxa, kaps. twarde, 110 mg,30 szt.,5909990641260
21501,996,Dabigatranum etexilatum,Pradaxa, kaps. twarde, 150 mg,30 szt.,5909990887453
21502,997,Dabigatranum etexilatum,Pradaxa, kaps. twarde, 75 mg,30 szt.,5909990641222
21503,998,Danazolum,Danazol Polfarmex, tabl., 200 mg,100 szt.,5909990925339
21504,999,Dapagliflozinum,Forxiga, tabl. powl., 10 mg,30 szt.,5909990975884
21505,1000,Degarelixum,Firmagon, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 120 mg,2 fiol. z prosz. i 2 fiol. z rozp.,5909990774869
21506,1001,Degarelixum,Firmagon, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 80 mg,1 fiol. z prosz. i 1 amp-strz. rozp.,5909990774852
21507,1002,Denosumabum,Prolia, roztwór do wstrzykiwań, 60 mg/1 ml,1 amp.-strz.po 1 ml,5909990761647
21508,1003,Desloratadinum,Dasselta, tabl. powl., 5 mg,30 szt.,5909991032838
21509,1004,Desloratadinum,Dasselta, tabl. powl., 5 mg,90 szt.,5909991032852
21510,1005,Desloratadinum,Delortan, roztwór doustny, 0.5 mg/ml,1 but.po 120 ml,5909990969364
21511,1006,Desloratadinum,Delortan, tabl. powl., 5 mg,30 szt.,5909990969654
21512,1007,Desloratadinum,Delortan, tabl. powl., 5 mg,90 szt.,5909990969678
21513,1008,Desloratadinum,Deslodyna, roztwór doustny, 0.5 mg/ml,150 ml (but.),5909990964574
21514,1009,Desloratadinum,Deslodyna, tabl. powl., 5 mg,30 szt.,5909990964611
21515,1010,Desloratadinum,Desloratadine Aurovitas, tabl. powl., 5 mg,30 szt.,5909991359454
21516,1011,Desloratadinum,Desloratadine Aurovitas, tabl. powl., 5 mg,60 szt.,8901175035427
21517,1012,Desloratadinum,Desloratadine Aurovitas, tabl. powl., 5 mg,90 szt.,5909991359478
21518,1013,Desloratadinum,Dynid, roztwór doustny, 0.5 mg/ml,150 ml,5909990975921
21519,1014,Desloratadinum,Dynid, tabl., 5 mg,30 szt.,5909990979981
21520,1015,Desloratadinum,Dynid, tabl., 5 mg,60 szt.,5902020241669
21521,1016,Desloratadinum,Hitaxa, roztwór doustny, 0.5 mg/ml,1 but.po 150 ml,5909990981458
21522,1017,Desloratadinum,Hitaxa, tabl. ulegające rozpadowi w jamie ustnej, 2.5 mg,30 szt.,5909990981359
21523,1018,Desloratadinum,Hitaxa, tabl. ulegające rozpadowi w jamie ustnej, 5 mg,30 szt.,5909990981373
21525,1020,Desloratadinum,Jovesto, tabl. powl., 5 mg,60 szt.,5909991480172
21526,1021,Desloratadinum,Jovesto, tabl. powl., 5 mg,60 szt.,5909990994533
21601,1096,Donepezili hydrochloridum,Donesyn, tabl. powl., 10 mg,28 szt.,5909990657360
21602,1097,Donepezili hydrochloridum,Donesyn, tabl. powl., 5 mg,28 szt.,5909990657353
21603,1098,Donepezili hydrochloridum,Memorion, tabl. powl., 10 mg,28 szt.,5909991403560
21604,1099,Donepezili hydrochloridum,Memorion, tabl. powl., 5 mg,28 szt.,5909991398842
21605,1100,Donepezili hydrochloridum,Ricordo, tabl. ulegające rozpadowi w jamie ustnej, 10 mg,28 szt.,5909990798940
21606,1101,Donepezili hydrochloridum,Ricordo, tabl. ulegające rozpadowi w jamie ustnej, 5 mg,28 szt.,5909990798933
21607,1102,Donepezili hydrochloridum,Yasnal, tabl. powl., 10 mg,28 szt.,5909990993314
21608,1103,Donepezili hydrochloridum,Yasnal, tabl. powl., 5 mg,28 szt.,5909990993215
21609,1104,Donepezili hydrochloridum,Yasnal Q-Tab, tabl. ulegające rozpadowi w jamie ustnej, 10 mg,28 szt.,5909990850204
21610,1105,Donepezili hydrochloridum,Yasnal Q-Tab, tabl. ulegające rozpadowi w jamie ustnej, 5 mg,28 szt.,5909990850075
21611,1106,Dornasum alfa,Pulmozyme, roztwór do nebulizacji, 1 mg/ml,"30 amp.a 2,5 ml",5909990375813
21612,1107,Dorzolamidum,Nodofree, krople do oczu# roztwór, 20 mg/ml,1 butelka 5 ml,5909991344306
21613,1108,Dorzolamidum,Nodofree, krople do oczu# roztwór, 20 mg/ml,3 butelki 5 ml,5909991344313
21614,1109,Dorzolamidum,Nodom, krople do oczu# roztwór, 20 mg/ml,1 but.po 5 ml,5909990942855
21615,1110,Dorzolamidum,Nodom, krople do oczu# roztwór, 20 mg/ml,3 butelki po 5 ml,5900257101015
21616,1111,Dorzolamidum,Rozalin, krople do oczu# roztwór, 20 mg/ml,1 but.po 5 ml,5909990643929
21617,1112,Dorzolamidum,Rozalin, krople do oczu# roztwór, 20 mg/ml,3 but.po 5 ml,5906414000962
21618,1113,Dorzolamidum,Trusopt, krople do oczu# roztwór, 20 mg/ml,1 but.po 5 ml,5909990661329
21619,1114,Dorzolamidum,Vizidor, krople do oczu, 20 mg/ml,1 butelka po 5 ml,5909991310936
21620,1115,Dorzolamidum,Vizidor, krople do oczu, 20 mg/ml,3 butelki po 5 ml,5909991310943
21621,1116,Dorzolamidum + Timololum,Cosopt, krople do oczu# roztwór, 20+5 mg/ml,1 but.po 5 ml,5909990442423
21622,1117,Dorzolamidum + Timololum,Nodofree Combi, krople do oczu# roztwór, 20+5 mg/ml,1 but. po 5 ml,5909991340674
21623,1118,Dorzolamidum + Timololum,Nodofree Combi, krople do oczu# roztwór, 20+5 mg/ml,3 but. po 5 ml,5909991340681
21624,1119,Dorzolamidum + Timololum,Nodom Combi, krople do oczu# roztwór, 20+5 mg/ml,1 but.po 5 ml,5909991067267
21625,1120,Dorzolamidum + Timololum,Nodom Combi, krople do oczu# roztwór, 20+5 mg/ml,3 but.po 5 ml,5909991067274
21626,1121,Dorzolamidum + Timololum,Oftidorix, krople do oczu# roztwór, 20+5 mg/ml,5 ml,5909990866144
21627,1122,Dorzolamidum + Timololum,Rozacom, krople do oczu# roztwór, 20+5 mg/ml,1 but.po 5 ml,5909990746705
21628,1123,Dorzolamidum + Timololum,Rozacom, krople do oczu# roztwór, 20+5 mg/ml,3 but.po 5 ml,5906414000955
21629,1124,Dorzolamidum + Timololum,Vizidor Duo, krople do oczu, 20 + 5  mg/ml,1 butelka po 5 ml,5909991311049
21630,1125,Dorzolamidum + Timololum,Vizidor Duo, krople do oczu, 20 + 5  mg/ml,3 butelki po 5 ml,5909991311056
21631,1126,Doxazosini mesilas,Doxazosin Aurovitas, tabl., 2 mg,30 szt.,5909991305291
21633,1128,Doxazosini mesilas,Doxazosin Aurovitas, tabl., 4 mg,30 szt.,5909991305420
21635,1130,Doxazosinum,Adadox, tabletki, 2 mg,30 szt.,5909990901890
21637,1132,Doxazosinum,Adadox, tabletki, 4 mg,30 szt.,5909990902255
21639,1134,Doxazosinum,Adadox, tabletki, 4 mg,90 szt.,5909990902293
21641,1136,Doxazosinum,Apo-Doxan 1, tabl., 1 mg,30 szt.,5909990969517
21643,1138,Doxazosinum,Apo-Doxan 2, tabl., 2 mg,30 szt.,5909990969616
