,lp,substancja_czynna,nazwa,postac,dawka,zawartosc_opakowania,ean,grupa_limitowana,cena_hurtowa,cena_detaliczna,wysokosc_limitu,zakres_wskazan,poziom_odplatnosci,wysokosc_doplaty
4037,4038,Tramadoli hydrochloridum,Tramadol Krka, tabl. o przedłużonym uwalnianiu, 150 mg,50 szt.,3838989704131,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","40,82","48,95","48,38",Nowotwory złośliwe,bezpłatny do limitu,"0,57"
4038,4039,Tramadoli hydrochloridum,Tramadol Krka, tabl. o przedłużonym uwalnianiu, 200 mg,30 szt.,3838989704148,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","32,66","39,67","38,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,58"
4039,4040,Tramadoli hydrochloridum,Tramadol Krka, tabl. o przedłużonym uwalnianiu, 200 mg,30 szt.,3838989704148,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","32,66","39,67","38,70",Nowotwory złośliwe,bezpłatny do limitu,"0,97"
4040,4041,Tramadoli hydrochloridum,Tramadol Krka, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt.,3838989704155,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","54,43","63,93","63,93",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"19,18"
4041,4042,Tramadoli hydrochloridum,Tramadol Krka, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt.,3838989704155,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","54,43","63,93","63,93",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4042,4043,Tramadoli hydrochloridum,Tramadol Krka, kaps. twarde, 50 mg,20 szt.,5909991376819,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,44","7,44","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,93"
4043,4044,Tramadoli hydrochloridum,Tramadol Krka, kaps. twarde, 50 mg,20 szt.,5909991376819,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,44","7,44","6,45",Nowotwory złośliwe,bezpłatny do limitu,"0,99"
4044,4045,Tramadoli hydrochloridum,Tramal, czopki, 100 mg,5 szt.,5909990253715,"153.1, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doodbytniczego","5,42","7,55","7,55",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,27"
4045,4046,Tramadoli hydrochloridum,Tramal, czopki, 100 mg,5 szt.,5909990253715,"153.1, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doodbytniczego","5,42","7,55","7,55",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4046,4047,Tramadoli hydrochloridum,Tramal," krople doustne, roztwór", 100 mg/ml,10 ml,5909990253913,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","7,78","10,30","7,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,79"
4047,4048,Tramadoli hydrochloridum,Tramal," krople doustne, roztwór", 100 mg/ml,10 ml,5909990253913,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","7,78","10,30","7,87",Nowotwory złośliwe,bezpłatny do limitu,"2,43"
4048,4049,Tramadoli hydrochloridum,Tramal," krople doustne, roztwór", 100 mg/ml,96 ml,5909990253920,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","64,64","75,60","75,60",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"22,68"
4049,4050,Tramadoli hydrochloridum,Tramal," krople doustne, roztwór", 100 mg/ml,96 ml,5909990253920,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","64,64","75,60","75,60",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4050,4051,Tramadoli hydrochloridum,Tramal, kaps. twarde, 50 mg,20 szt. (2 blist.po 10 szt.),5909990253616,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,90","7,90","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,39"
4051,4052,Tramadoli hydrochloridum,Tramal, kaps. twarde, 50 mg,20 szt. (2 blist.po 10 szt.),5909990253616,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,90","7,90","6,45",Nowotwory złośliwe,bezpłatny do limitu,"1,45"
4052,4053,Tramadoli hydrochloridum,Tramal, roztwór do wstrzykiwań, 50 mg/ml,5 szt.po 1 ml,5909990253814,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","4,38","5,65","4,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,58"
4053,4054,Tramadoli hydrochloridum,Tramal, roztwór do wstrzykiwań, 50 mg/ml,5 szt.po 1 ml,5909990253814,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","4,38","5,65","4,38",Nowotwory złośliwe,bezpłatny do limitu,"1,27"
4054,4055,Tramadoli hydrochloridum,Tramal, roztwór do wstrzykiwań, 50 mg/ml,5 szt.po 2 ml,5909990253821,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","6,35","8,76","8,76",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,63"
4055,4056,Tramadoli hydrochloridum,Tramal, roztwór do wstrzykiwań, 50 mg/ml,5 szt.po 2 ml,5909990253821,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego","6,35","8,76","8,76",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4056,4057,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,10 szt. (1 blist.po 10 szt.),5909990786213,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,62","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"3,11"
4057,4058,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,10 szt. (1 blist.po 10 szt.),5909990786213,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,62","6,45",Nowotwory złośliwe,bezpłatny do limitu,"1,17"
4058,4059,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,30 szt. (3 blist.po 10 szt.),5909990786220,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,01","21,51","19,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"7,97"
4059,4060,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,30 szt. (3 blist.po 10 szt.),5909990786220,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,01","21,51","19,35",Nowotwory złośliwe,bezpłatny do limitu,"2,16"
4060,4061,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,50 szt. (5 blist.po 10 szt.),5909990786237,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","28,35","34,60","32,25",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,03"
4061,4062,Tramadoli hydrochloridum,Tramal Retard 100, tabl. o przedłużonym uwalnianiu, 100 mg,50 szt. (5 blist.po 10 szt.),5909990786237,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","28,35","34,60","32,25",Nowotwory złośliwe,bezpłatny do limitu,"2,35"
4062,4063,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,10 szt. (1 blist.po 10 szt.),5909990786312,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,67","11,42","9,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,64"
4063,4064,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,10 szt. (1 blist.po 10 szt.),5909990786312,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,67","11,42","9,68",Nowotwory złośliwe,bezpłatny do limitu,"1,74"
4064,4065,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,30 szt. (3 blist.po 10 szt.),5909990786329,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","24,61","30,49","29,03",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"10,17"
4065,4066,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,30 szt. (3 blist.po 10 szt.),5909990786329,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","24,61","30,49","29,03",Nowotwory złośliwe,bezpłatny do limitu,"1,46"
4066,4067,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,50 szt. (5 blist.po 10 szt.),5909990786336,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","42,47","50,60","48,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"16,73"
4067,4068,Tramadoli hydrochloridum,Tramal Retard 150, tabl. o przedłużonym uwalnianiu, 150 mg,50 szt. (5 blist.po 10 szt.),5909990786336,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","42,47","50,60","48,38",Nowotwory złośliwe,bezpłatny do limitu,"2,22"
4068,4069,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,10 szt. (1 blist.po 10 szt.),5909990786411,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,29","14,79","12,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"5,76"
4069,4070,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,10 szt. (1 blist.po 10 szt.),5909990786411,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,29","14,79","12,90",Nowotwory złośliwe,bezpłatny do limitu,"1,89"
4070,4071,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,30 szt. (3 blist.po 10 szt.),5909990786428,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,85","40,86","38,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"13,77"
4071,4072,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,30 szt. (3 blist.po 10 szt.),5909990786428,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,85","40,86","38,70",Nowotwory złośliwe,bezpłatny do limitu,"2,16"
4072,4073,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990786435,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","56,42","65,92","64,50",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"20,77"
4073,4074,Tramadoli hydrochloridum,Tramal Retard 200, tabl. o przedłużonym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990786435,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","56,42","65,92","64,50",Nowotwory złośliwe,bezpłatny do limitu,"1,42"
4074,4075,Tramadoli hydrochloridum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,10 szt.,5909990780303,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","2,92","3,92","3,23",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"1,66"
4075,4076,Tramadoli hydrochloridum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,10 szt.,5909990780303,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","2,92","3,92","3,23",Nowotwory złośliwe,bezpłatny do limitu,"0,69"
4076,4077,Tramadoli hydrochloridum + Paracetamolum,Exbol, tabl. powl.," 37,5+325 mg",60 szt.,5909990971794,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,16","14,91","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,75"
4077,4078,Tramadoli hydrochloridum + Paracetamolum,Exbol, tabl. powl.," 37,5+325 mg",60 szt.,5909990971794,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,16","14,91","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,40"
4078,4079,Tramadoli hydrochloridum + Paracetamolum,Exbol, tabl. powl.," 37,5+325 mg",90 szt.,3830070471243,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,74","21,62","21,62",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,49"
4079,4080,Tramadoli hydrochloridum + Paracetamolum,Exbol, tabl. powl.," 37,5+325 mg",90 szt.,3830070471243,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,74","21,62","21,62",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4080,4081,Tramadoli hydrochloridum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",90 szt.,5909990964086,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,75","21,63","21,63",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,49"
4081,4082,Tramadoli hydrochloridum + Paracetamolum,Tramadol + Paracetamol Genoptim, tabl. powl.," 37,5+325 mg",90 szt.,5909990964086,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,75","21,63","21,63",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4082,4083,Tramadoli hydrochloridum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",100 szt.,5909990959563,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","18,73","23,98","23,98",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"7,19"
4083,4084,Tramadoli hydrochloridum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",100 szt.,5909990959563,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","18,73","23,98","23,98",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4084,4085,Tramadoli hydrochloridum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",30 szt.,5909990959457,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,81","7,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,73"
4085,4086,Tramadoli hydrochloridum + Paracetamolum,Tramapar, tabl. powl.," 37,5+325 mg",30 szt.,5909990959457,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,81","7,26",Nowotwory złośliwe,bezpłatny do limitu,"0,55"
4086,4087,Tramadolum,Adamon SR 100, kaps. o przedłużonym uwalnianiu, 100 mg,50 szt. (5 blist.po 10 szt.),5909990936137,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","30,85","37,09","32,25",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"14,52"
4087,4088,Tramadolum,Adamon SR 100, kaps. o przedłużonym uwalnianiu, 100 mg,50 szt. (5 blist.po 10 szt.),5909990936137,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","30,85","37,09","32,25",Nowotwory złośliwe,bezpłatny do limitu,"4,84"
4088,4089,Tramadolum,Adamon SR 150, kaps. o przedłużonym uwalnianiu, 150 mg,50 szt. (5 blist.po 10 szt.),5909990936236,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","46,26","54,39","48,38",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"20,52"
4089,4090,Tramadolum,Adamon SR 150, kaps. o przedłużonym uwalnianiu, 150 mg,50 szt. (5 blist.po 10 szt.),5909990936236,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","46,26","54,39","48,38",Nowotwory złośliwe,bezpłatny do limitu,"6,01"
4090,4091,Tramadolum,Adamon SR 200, kaps. o przedłużonym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990936335,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","61,69","71,19","64,50",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"26,04"
4091,4092,Tramadolum,Adamon SR 200, kaps. o przedłużonym uwalnianiu, 200 mg,50 szt. (5 blist.po 10 szt.),5909990936335,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","61,69","71,19","64,50",Nowotwory złośliwe,bezpłatny do limitu,"6,69"
4092,4093,Tramadolum,Adamon SR 50, kaps. o przedłużonym uwalnianiu, 50 mg,50 szt. (5 blist.po 10 szt.),5909990936038,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","15,42","19,42","16,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,13"
4093,4094,Tramadolum,Adamon SR 50, kaps. o przedłużonym uwalnianiu, 50 mg,50 szt. (5 blist.po 10 szt.),5909990936038,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","15,42","19,42","16,13",Nowotwory złośliwe,bezpłatny do limitu,"3,29"
4094,4095,Tramadolum,Tramadol SYNTEZA, krople doustne, 100 mg/ml,10 ml (1 but.po 10 ml),5909990294718,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","10,62","13,14","7,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"7,63"
4095,4096,Tramadolum,Tramadol SYNTEZA, krople doustne, 100 mg/ml,10 ml (1 but.po 10 ml),5909990294718,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - płynne postacie farmaceutyczne","10,62","13,14","7,87",Nowotwory złośliwe,bezpłatny do limitu,"5,27"
4096,4097,Tramadolum,Tramadol SYNTEZA, kaps. twarde, 50 mg,20 szt. (2 blist.po 10 szt.),5909990294619,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,17","10,16","6,45",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"5,65"
4097,4098,Tramadolum,Tramadol SYNTEZA, kaps. twarde, 50 mg,20 szt. (2 blist.po 10 szt.),5909990294619,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,17","10,16","6,45",Nowotwory złośliwe,bezpłatny do limitu,"3,71"
4098,4099,Tramadolum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,30 szt.,5909990780334,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,51","11,26","9,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,48"
4099,4100,Tramadolum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,30 szt.,5909990780334,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","8,51","11,26","9,68",Nowotwory złośliwe,bezpłatny do limitu,"1,58"
4100,4101,Tramadolum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,50 szt.,5909990780341,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","14,18","18,18","16,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,89"
4101,4102,Tramadolum,Tramal Retard 50, tabl. o przedłużonym uwalnianiu, 50 mg,50 szt.,5909990780341,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","14,18","18,18","16,13",Nowotwory złośliwe,bezpłatny do limitu,"2,05"
4102,4103,Tramadolum,Tramundin, tabl. powl. o przedłużonym uwalnianiu, 100 mg,30 szt. (3 blist.po 10 szt.),5909990947416,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","18,48","22,98","19,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"9,44"
4103,4104,Tramadolum,Tramundin, tabl. powl. o przedłużonym uwalnianiu, 100 mg,30 szt. (3 blist.po 10 szt.),5909990947416,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","18,48","22,98","19,35",Nowotwory złośliwe,bezpłatny do limitu,"3,63"
4104,4105,Tramadolum + Paracetamolum,Doreta, tabl. powl.," 37,5+325 mg",60 szt.,5909990735167,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,34","15,09","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,93"
4105,4106,Tramadolum + Paracetamolum,Doreta, tabl. powl.," 37,5+325 mg",60 szt.,5909990735167,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,34","15,09","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,58"
4106,4107,Tramadolum + Paracetamolum,Doreta, tabl. powl.," 37,5+325 mg",90 szt.,5909991143923,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,89","21,77","21,77",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,53"
4107,4108,Tramadolum + Paracetamolum,Doreta, tabl. powl.," 37,5+325 mg",90 szt.,5909991143923,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","16,89","21,77","21,77",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4108,4109,Tramadolum + Paracetamolum,Doreta, tabl. powl., 75+650 mg,60 szt.,5909990936595,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","22,68","28,56","28,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"8,57"
4109,4110,Tramadolum + Paracetamolum,Doreta, tabl. powl., 75+650 mg,60 szt.,5909990936595,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","22,68","28,56","28,56",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4110,4111,Tramadolum + Paracetamolum,Doreta, tabl. powl., 75+650 mg,90 szt.,5909991143930,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,79","41,36","41,36",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"12,41"
4111,4112,Tramadolum + Paracetamolum,Doreta, tabl. powl., 75+650 mg,90 szt.,5909991143930,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","33,79","41,36","41,36",Nowotwory złośliwe,bezpłatny do limitu,"0,00"
4112,4113,Tramadolum + Paracetamolum,Exbol, tabl.," 37,5+325 mg",30 szt.,5909990971763,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,81","7,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,73"
4113,4114,Tramadolum + Paracetamolum,Exbol, tabl.," 37,5+325 mg",30 szt.,5909990971763,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,62","7,81","7,26",Nowotwory złośliwe,bezpłatny do limitu,"0,55"
4114,4115,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",30 szt.,5909990806287,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,66","7,85","7,26",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"2,77"
4115,4116,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",30 szt.,5909990806287,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","5,66","7,85","7,26",Nowotwory złośliwe,bezpłatny do limitu,"0,59"
4116,4117,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",60 szt.,5909990806294,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,32","15,07","14,51",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"4,91"
4117,4118,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",60 szt.,5909990806294,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","11,32","15,07","14,51",Nowotwory złośliwe,bezpłatny do limitu,"0,56"
4118,4119,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",90 szt.,5909990806300,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,10","21,98","21,77",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,30%,"6,74"
4119,4120,Tramadolum + Paracetamolum,Padolten, tabl. powl.," 37,5+325 mg",90 szt.,5909990806300,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - stałe postacie farmaceutyczne","17,10","21,98","21,77",Nowotwory złośliwe,bezpłatny do limitu,"0,21"
